pathway_name,pathway_source,num_overlapping_genes,overlapping_genes,num_all_pathway_genes,P_genes,Q_genes,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites,P_joint,Q_joint
Arrhythmogenic Right Ventricular Cardiomyopathy,Wikipathways,1,ITGA11,74 (74),0.386,1,0,,2 (2),1,1,0.753,0.872
Proteoglycans in cancer - Homo sapiens (human),KEGG,2,ERBB3;HGF,205 (205),0.39,1,0,,5 (7),1,1,0.757,0.873
Platelet homeostasis,Reactome,0,,85 (85),1,1,1,HMDB00517,24 (28),0.39,1,0.757,0.873
Pantothenate and CoA biosynthesis - Homo sapiens (human),KEGG,0,,21 (21),1,1,1,HMDB00191,24 (30),0.39,1,0.757,0.873
triacylglycerol biosynthesis,HumanCyc,0,,27 (27),1,1,1,HMDB0007982#HMDB0007938,24 (43),0.39,1,0.757,0.873
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human),KEGG,1,HSD11B1,76 (78),0.394,1,0,,95 (121),1,1,0.761,0.876
Peptide ligand-binding receptors,Reactome,2,CXCL12;CCL28,207 (207),0.394,1,0,,9 (13),1,1,0.761,0.876
Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human),KEGG,1,ITGA11,77 (77),0.398,1,0,,2 (2),1,1,0.765,0.878
Costimulation by the CD28 family,Reactome,1,CD28,77 (77),0.398,1,0,,8 (10),1,1,0.765,0.878
Rap1 signaling pathway - Homo sapiens (human),KEGG,2,HGF;PGF,210 (210),0.401,1,0,,5 (5),1,1,0.768,0.878
Acute viral myocarditis,Wikipathways,1,CXADR,78 (78),0.402,1,0,,3 (7),1,1,0.768,0.878
Gluconeogenesis,Reactome,0,,34 (35),1,1,1,HMDB00191,25 (31),0.403,1,0.769,0.878
Drug metabolism - other enzymes - Homo sapiens (human),KEGG,1,GUSB,80 (80),0.41,1,0,,39 (52),1,1,0.775,0.878
Lipid and atherosclerosis - Homo sapiens (human),KEGG,2,TNFRSF10A;NFATC3,215 (215),0.413,1,0,,9 (14),1,1,0.778,0.878
Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met),PID,1,HGF,81 (81),0.414,1,0,,4 (4),1,1,0.779,0.878
Synthesis of Leukotrienes (LT) and Eoxins (EX),Reactome,0,,21 (21),1,1,1,HMDB04234,26 (32),0.415,1,0.78,0.878
Diabetic cardiomyopathy - Homo sapiens (human),KEGG,0,,203 (203),1,1,1,HMDB00062,26 (39),0.415,1,0.78,0.878
Metabolism of nitric oxide: NOS3 activation and regulation,Reactome,0,,18 (18),1,1,1,HMDB00517,26 (26),0.415,1,0.78,0.878
eNOS activation,Reactome,0,,13 (13),1,1,1,HMDB00517,26 (26),0.415,1,0.78,0.878
Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,SMPDB,0,,10 (10),1,1,1,HMDB00062,26 (26),0.415,1,0.78,0.878
Lesch-Nyhan Syndrome (LNS),SMPDB,0,,37 (37),1,1,2,HMDB00641;HMDB00191,70 (73),0.419,1,0.783,0.878
Purine Nucleoside Phosphorylase Deficiency,SMPDB,0,,37 (37),1,1,2,HMDB00641;HMDB00191,70 (73),0.419,1,0.783,0.878
Xanthine Dehydrogenase Deficiency (Xanthinuria),SMPDB,0,,37 (37),1,1,2,HMDB00641;HMDB00191,70 (73),0.419,1,0.783,0.878
Adenine phosphoribosyltransferase deficiency (APRT),SMPDB,0,,37 (37),1,1,2,HMDB00641;HMDB00191,70 (73),0.419,1,0.783,0.878
Mitochondrial DNA depletion syndrome,SMPDB,0,,37 (37),1,1,2,HMDB00641;HMDB00191,70 (73),0.419,1,0.783,0.878
Xanthinuria type I,SMPDB,0,,37 (37),1,1,2,HMDB00641;HMDB00191,70 (73),0.419,1,0.783,0.878
Adenylosuccinate Lyase Deficiency,SMPDB,0,,37 (37),1,1,2,HMDB00641;HMDB00191,70 (73),0.419,1,0.783,0.878
AICA-Ribosiduria,SMPDB,0,,37 (37),1,1,2,HMDB00641;HMDB00191,70 (73),0.419,1,0.783,0.878
Myoadenylate deaminase deficiency,SMPDB,0,,37 (37),1,1,2,HMDB00641;HMDB00191,70 (73),0.419,1,0.783,0.878
Purine Metabolism,SMPDB,0,,37 (37),1,1,2,HMDB00641;HMDB00191,70 (73),0.419,1,0.783,0.878
Molybdenum Cofactor Deficiency,SMPDB,0,,37 (37),1,1,2,HMDB00641;HMDB00191,70 (73),0.419,1,0.783,0.878
Adenosine Deaminase Deficiency,SMPDB,0,,37 (37),1,1,2,HMDB00641;HMDB00191,70 (73),0.419,1,0.783,0.878
Gout or Kelley-Seegmiller Syndrome,SMPDB,0,,37 (37),1,1,2,HMDB00641;HMDB00191,70 (73),0.419,1,0.783,0.878
Xanthinuria type II,SMPDB,0,,37 (37),1,1,2,HMDB00641;HMDB00191,70 (73),0.419,1,0.783,0.878
Chemical carcinogenesis - Homo sapiens (human),KEGG,1,HSD11B1,83 (83),0.421,1,0,,57 (99),1,1,0.786,0.879
Glioblastoma signaling pathways,Wikipathways,1,ERBB3,83 (83),0.421,1,0,,1 (3),1,1,0.786,0.879
Taste transduction - Homo sapiens (human),KEGG,0,,86 (86),1,1,1,HMDB00895,27 (33),0.427,1,0.79,0.88
Phenylalanine and Tyrosine Metabolism,SMPDB,0,,11 (11),1,1,1,HMDB00158,27 (28),0.427,1,0.79,0.88
Phenylketonuria,SMPDB,0,,11 (11),1,1,1,HMDB00158,27 (28),0.427,1,0.79,0.88
Tyrosinemia Type 3 (TYRO3),SMPDB,0,,11 (11),1,1,1,HMDB00158,27 (28),0.427,1,0.79,0.88
Tyrosinemia Type 2 (or Richner-Hanhart syndrome),SMPDB,0,,11 (11),1,1,1,HMDB00158,27 (28),0.427,1,0.79,0.88
ErbB signaling pathway - Homo sapiens (human),KEGG,1,ERBB3,85 (85),0.429,1,0,,4 (4),1,1,0.792,0.881
CXCR4-mediated signaling events,PID,1,CXCL12,86 (86),0.433,1,0,,4 (4),1,1,0.795,0.884
Human cytomegalovirus infection - Homo sapiens (human),KEGG,2,CXCL12;NFATC3,225 (225),0.435,1,0,,5 (6),1,1,0.797,0.885
Tyrosine metabolism,EHMN,1,AOC3,108 (108),0.51,1,1,HMDB00158,94 (105),0.86,1,0.8,0.885
ROS and RNS production in phagocytes,Reactome,0,,35 (35),1,1,1,HMDB00517,28 (50),0.439,1,0.8,0.885
Pentose phosphate cycle,INOH,0,,24 (24),1,1,1,HMDB00641,28 (31),0.439,1,0.8,0.885
Fructose Mannose metabolism,INOH,0,,30 (30),1,1,1,HMDB00641,28 (33),0.439,1,0.8,0.885
ECM-receptor interaction - Homo sapiens (human),KEGG,1,ITGA11,88 (88),0.44,1,0,,1 (1),1,1,0.801,0.886
Host Interactions of HIV factors,Reactome,1,CD28,89 (89),0.444,1,0,,5 (9),1,1,0.804,0.888
Hypertrophic cardiomyopathy - Homo sapiens (human),KEGG,1,ITGA11,90 (90),0.448,1,0,,3 (3),1,1,0.807,0.889
Integration of energy metabolism,Reactome,0,,91 (91),1,1,1,HMDB00895,29 (34),0.45,1,0.809,0.889
L-kynurenine degradation,HumanCyc,0,,13 (13),1,1,1,HMDB00929,29 (30),0.45,1,0.809,0.889
Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human),KEGG,0,,11 (11),1,1,1,HMDB00158,29 (71),0.45,1,0.809,0.889
Vitamin digestion and absorption - Homo sapiens (human),KEGG,0,,24 (24),1,1,1,HMDB03598,29 (39),0.45,1,0.809,0.889
Ras signaling pathway - Homo sapiens (human),KEGG,2,HGF;PGF,232 (232),0.451,1,0,,7 (7),1,1,0.81,0.889
Collagen formation,Reactome,1,CTSV,91 (91),0.451,1,0,,13 (16),1,1,0.81,0.889
ErbB signaling pathway,Wikipathways,1,ERBB3,92 (92),0.455,1,0,,4 (5),1,1,0.813,0.889
Small cell lung cancer - Homo sapiens (human),KEGG,1,ZBTB17,92 (92),0.455,1,0,,3 (3),1,1,0.813,0.889
Th1 and Th2 cell differentiation - Homo sapiens (human),KEGG,1,NFATC3,92 (92),0.455,1,0,,3 (3),1,1,0.813,0.889
Apoptosis Modulation and Signaling,Wikipathways,1,TNFRSF10A,92 (92),0.455,1,0,,1 (1),1,1,0.813,0.889
Complement system,Wikipathways,1,ADM,93 (93),0.458,1,0,,2 (5),1,1,0.816,0.89
GnRH signaling pathway - Homo sapiens (human),KEGG,1,LHB,93 (93),0.458,1,0,,6 (6),1,1,0.816,0.89
Organic cation/anion/zwitterion transport,Reactome,0,,13 (13),1,1,1,HMDB00562,30 (35),0.461,1,0.818,0.891
Aminosugars metabolism,INOH,0,,20 (20),1,1,1,HMDB00641,30 (32),0.461,1,0.818,0.891
Dilated cardiomyopathy - Homo sapiens (human),KEGG,1,ITGA11,95 (96),0.466,1,0,,3 (3),1,1,0.821,0.891
Purine nucleotides nucleosides metabolism,INOH,0,,107 (107),1,1,2,HMDB00641;HMDB00191,77 (80),0.468,1,0.823,0.891
Small cell lung cancer,Wikipathways,1,ZBTB17,96 (96),0.469,1,0,,2 (3),1,1,0.824,0.891
Neurotransmitter clearance,Reactome,0,,10 (10),1,1,1,HMDB00895,31 (33),0.473,1,0.827,0.891
Sialuria or French Type Sialuria,SMPDB,0,,17 (17),1,1,1,HMDB00641,31 (32),0.473,1,0.827,0.891
Sialuria or French Type Sialuria,SMPDB,0,,17 (17),1,1,1,HMDB00641,31 (32),0.473,1,0.827,0.891
Amino Sugar Metabolism,SMPDB,0,,17 (17),1,1,1,HMDB00641,31 (32),0.473,1,0.827,0.891
G(M2)-Gangliosidosis: Variant B_ Tay-sachs disease,SMPDB,0,,17 (17),1,1,1,HMDB00641,31 (32),0.473,1,0.827,0.891
Tay-Sachs Disease,SMPDB,0,,17 (17),1,1,1,HMDB00641,31 (32),0.473,1,0.827,0.891
Salla Disease/Infantile Sialic Acid Storage Disease,SMPDB,0,,17 (17),1,1,1,HMDB00641,31 (32),0.473,1,0.827,0.891
Fatty Acid Biosynthesis,SMPDB,0,,2 (2),1,1,1,HMDB10734,31 (33),0.473,1,0.827,0.891
Mercaptopurine Action Pathway,SMPDB,0,,47 (47),1,1,2,HMDB00641;HMDB00191,78 (84),0.475,1,0.828,0.892
Antimicrobial peptides,Reactome,1,DEFB4A,98 (98),0.476,1,0,,14 (27),1,1,0.829,0.893
CD4 T cell receptor signaling-NFkB cascade,INOH,1,CD28,99 (99),0.48,1,0,,3 (4),1,1,0.832,0.895
Thioguanine Action Pathway,SMPDB,0,,47 (47),1,1,2,HMDB00641;HMDB00191,79 (85),0.481,1,0.833,0.895
Glucose metabolism,Reactome,0,,92 (93),1,1,1,HMDB00191,32 (39),0.483,1,0.835,0.895
Glyoxylate metabolism and glycine degradation,Reactome,0,,32 (32),1,1,1,HMDB00191,32 (42),0.483,1,0.835,0.895
Azathioprine Action Pathway,SMPDB,0,,47 (47),1,1,2,HMDB00641;HMDB00191,80 (86),0.488,1,0.838,0.898
L1CAM interactions,Reactome,1,ALCAM,102 (102),0.49,1,0,,7 (10),1,1,0.839,0.898
NF-kappa B signaling pathway - Homo sapiens (human),KEGG,1,CXCL12,103 (104),0.493,1,0,,3 (3),1,1,0.842,0.9
Cargo recognition for clathrin-mediated endocytosis,Reactome,1,IGF2R,105 (105),0.5,1,0,,8 (10),1,1,0.846,0.904
Senescence and Autophagy in Cancer,Wikipathways,1,IGFBP3,106 (106),0.503,1,0,,1 (1),1,1,0.849,0.906
Class C/3 (Metabotropic glutamate/pheromone receptors),Reactome,0,,40 (40),1,1,1,HMDB00517,34 (54),0.504,1,0.85,0.906
Pre-NOTCH Expression and Processing,Reactome,1,B4GALT1,107 (108),0.506,1,0,,11 (12),1,1,0.851,0.906
Th17 cell differentiation - Homo sapiens (human),KEGG,1,NFATC3,107 (107),0.506,1,0,,4 (4),1,1,0.851,0.906
FCERI mediated Ca+2 mobilization,Reactome,1,NFATC3,108 (108),0.51,1,0,,9 (13),1,1,0.853,0.907
Biosynthesis of specialized proresolving mediators (SPMs),Reactome,0,,19 (19),1,1,1,HMDB01999,35 (143),0.515,1,0.856,0.909
Citrate cycle,INOH,0,,32 (32),1,1,1,HMDB00517,35 (35),0.515,1,0.856,0.909
Histidine metabolism - Homo sapiens (human),KEGG,0,,22 (22),1,1,1,HMDB00191,36 (47),0.525,1,0.863,0.916
Purine metabolism,EHMN,0,,222 (222),1,1,2,HMDB00641;HMDB00191,86 (94),0.527,1,0.865,0.916
Wnt signaling,Wikipathways,1,NFATC3,114 (114),0.529,1,0,,1 (1),1,1,0.866,0.916
Leukocyte transendothelial migration - Homo sapiens (human),KEGG,1,CXCL12,114 (114),0.529,1,0,,3 (4),1,1,0.866,0.916
O-linked glycosylation,Reactome,1,B4GAT1,115 (115),0.532,1,0,,15 (18),1,1,0.868,0.917
Cytochrome P450 - arranged by substrate type,Reactome,0,,57 (57),1,1,2,HMDB00063;HMDB01830,87 (120),0.533,1,0.869,0.917
Aminosugars metabolism,EHMN,0,,51 (51),1,1,1,HMDB00641,37 (43),0.534,1,0.869,0.917
Spinal Cord Injury,Wikipathways,1,TNFSF13,117 (117),0.538,1,0,,5 (9),1,1,0.872,0.919
The oncogenic action of Succinate,SMPDB,0,,31 (31),1,1,1,HMDB00162,38 (41),0.544,1,0.875,0.919
The oncogenic action of Fumarate,SMPDB,0,,31 (31),1,1,1,HMDB00162,38 (42),0.544,1,0.875,0.919
The oncogenic action of 2-hydroxyglutarate,SMPDB,0,,27 (27),1,1,1,HMDB00641,38 (40),0.544,1,0.875,0.919
Growth hormone synthesis_ secretion and action - Homo sapiens (human),KEGG,1,IGFBP3,119 (119),0.544,1,0,,4 (4),1,1,0.875,0.919
AMPK signaling pathway - Homo sapiens (human),KEGG,1,LEPR,120 (120),0.547,1,0,,17 (23),1,1,0.877,0.921
The oncogenic action of D-2-hydroxyglutarate in  Hydroxygluaricaciduria ,SMPDB,0,,30 (30),1,1,1,HMDB00641,39 (41),0.553,1,0.881,0.923
The oncogenic action of L-2-hydroxyglutarate in  Hydroxygluaricaciduria,SMPDB,0,,29 (29),1,1,1,HMDB00641,39 (41),0.553,1,0.881,0.923
Metabolism of water-soluble vitamins and cofactors,Reactome,0,,111 (111),1,1,2,HMDB00641;HMDB00855,91 (125),0.558,1,0.884,0.925
Integrin,INOH,1,ITGA11,124 (124),0.559,1,0,,2 (2),1,1,0.884,0.925
Osteoclast differentiation - Homo sapiens (human),KEGG,1,LILRA5,127 (128),0.568,1,0,,3 (3),1,1,0.889,0.929
Toll-like Receptor Cascades,Reactome,1,CTSV,130 (130),0.576,1,0,,10 (31),1,1,0.894,0.93
CD4 T cell receptor signaling,INOH,1,CD28,132 (132),0.582,1,0,,6 (7),1,1,0.897,0.93
Vascular smooth muscle contraction - Homo sapiens (human),KEGG,1,ADM,133 (133),0.585,1,0,,15 (16),1,1,0.898,0.93
Saturated fatty acids beta-oxidation,EHMN,0,,25 (25),1,1,1,HMDB00062,43 (43),0.589,1,0.901,0.93
Very-long-chain acyl coa dehydrogenase deficiency (VLCAD),SMPDB,0,,14 (14),1,1,1,HMDB00062,43 (43),0.589,1,0.901,0.93
Medium chain acyl-coa dehydrogenase deficiency (MCAD),SMPDB,0,,14 (14),1,1,1,HMDB00062,43 (43),0.589,1,0.901,0.93
Ethylmalonic Encephalopathy,SMPDB,0,,14 (14),1,1,1,HMDB00062,43 (43),0.589,1,0.901,0.93
Long chain acyl-CoA dehydrogenase deficiency (LCAD),SMPDB,0,,14 (14),1,1,1,HMDB00062,43 (43),0.589,1,0.901,0.93
Trifunctional protein deficiency,SMPDB,0,,14 (14),1,1,1,HMDB00062,43 (43),0.589,1,0.901,0.93
Carnitine palmitoyl transferase deficiency (II),SMPDB,0,,14 (14),1,1,1,HMDB00062,43 (43),0.589,1,0.901,0.93
Short Chain Acyl CoA Dehydrogenase Deficiency (SCAD Deficiency),SMPDB,0,,14 (14),1,1,1,HMDB00062,43 (43),0.589,1,0.901,0.93
Fatty acid Metabolism,SMPDB,0,,14 (14),1,1,1,HMDB00062,43 (43),0.589,1,0.901,0.93
Glutaric Aciduria Type I,SMPDB,0,,14 (14),1,1,1,HMDB00062,43 (43),0.589,1,0.901,0.93
Carnitine palmitoyl transferase deficiency (I),SMPDB,0,,14 (14),1,1,1,HMDB00062,43 (43),0.589,1,0.901,0.93
Yersinia infection - Homo sapiens (human),KEGG,1,NFATC3,136 (137),0.593,1,0,,4 (5),1,1,0.903,0.931
Measles - Homo sapiens (human),KEGG,1,CD28,139 (139),0.601,1,0,,1 (1),1,1,0.907,0.934
JAK STAT pathway and regulation,INOH,2,LEPR;OSMR,310 (310),0.606,1,0,,2 (2),1,1,0.91,0.937
Clathrin-mediated endocytosis,Reactome,1,IGF2R,142 (142),0.609,1,0,,12 (17),1,1,0.911,0.937
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),KEGG,0,,30 (30),1,1,1,HMDB00641,46 (62),0.614,1,0.914,0.939
Arachidonic acid metabolism,EHMN,0,,98 (98),1,1,1,HMDB0007982#HMDB0007938,47 (53),0.622,1,0.917,0.942
Gastric cancer - Homo sapiens (human),KEGG,1,HGF,149 (149),0.626,1,0,,3 (4),1,1,0.919,0.943
Fc epsilon receptor (FCERI) signaling,Reactome,1,NFATC3,150 (150),0.629,1,0,,11 (16),1,1,0.921,0.944
Hepatitis B infection,Wikipathways,1,NFATC3,152 (152),0.634,1,0,,1 (1),1,1,0.923,0.945
Oxytocin signaling pathway - Homo sapiens (human),KEGG,1,NFATC3,154 (154),0.639,1,0,,11 (12),1,1,0.925,0.947
Cysteine and methionine metabolism - Homo sapiens (human),KEGG,0,,50 (50),1,1,1,HMDB00191,50 (63),0.645,1,0.928,0.949
Hepatitis B - Homo sapiens (human),KEGG,1,NFATC3,162 (162),0.657,1,0,,1 (1),1,1,0.933,0.953
Warburg Effect,SMPDB,0,,45 (45),1,1,1,HMDB00641,52 (58),0.66,1,0.934,0.953
Wnt signaling pathway - Homo sapiens (human),KEGG,1,NFATC3,166 (166),0.666,1,0,,1 (1),1,1,0.937,0.955
cGMP-PKG signaling pathway - Homo sapiens (human),KEGG,1,NFATC3,167 (167),0.669,1,0,,10 (10),1,1,0.938,0.955
Hepatocellular carcinoma - Homo sapiens (human),KEGG,1,HGF,168 (168),0.671,1,0,,9 (14),1,1,0.939,0.956
Protein processing in endoplasmic reticulum - Homo sapiens (human),KEGG,1,CKAP4,170 (171),0.675,1,0,,1 (6),1,1,0.94,0.956
Influenza A - Homo sapiens (human),KEGG,1,TNFRSF10A,172 (172),0.679,1,0,,3 (3),1,1,0.942,0.957
Phase II - Conjugation of compounds,Reactome,0,,111 (111),1,1,2,HMDB00641;HMDB0000714,115 (149),0.687,1,0.945,0.959
NOD-like receptor signaling pathway - Homo sapiens (human),KEGG,1,DEFB4A,181 (181),0.698,1,0,,6 (6),1,1,0.949,0.963
Signaling by NOTCH,Reactome,1,B4GALT1,189 (190),0.714,1,0,,12 (13),1,1,0.954,0.967
HIV Infection,Reactome,1,CD28,192 (192),0.719,1,0,,12 (19),1,1,0.956,0.969
Transcriptional regulation by RUNX1,Reactome,1,CTSV,195 (196),0.725,1,0,,6 (7),1,1,0.958,0.969
Pathogenic Escherichia coli infection - Homo sapiens (human),KEGG,1,TNFRSF10A,196 (197),0.727,1,0,,2 (3),1,1,0.959,0.969
Human immunodeficiency virus 1 infection - Homo sapiens (human),KEGG,1,NFATC3,212 (212),0.754,1,0,,4 (5),1,1,0.967,0.977
Human T-cell leukemia virus 1 infection - Homo sapiens (human),KEGG,1,NFATC3,219 (219),0.766,1,0,,5 (5),1,1,0.97,0.979
Purine metabolism - Homo sapiens (human),KEGG,0,,129 (130),1,1,1,HMDB00641,78 (95),0.803,1,0.979,0.987
MAPK Signaling Pathway,Wikipathways,1,NFATC3,246 (246),0.804,1,0,,5 (5),1,1,0.979,0.987
Salmonella infection - Homo sapiens (human),KEGG,1,TNFRSF10A,249 (249),0.808,1,0,,2 (5),1,1,0.98,0.987
Endocytosis - Homo sapiens (human),KEGG,1,IGF2R,252 (252),0.812,1,0,,3 (6),1,1,0.981,0.987
Class I MHC mediated antigen processing & presentation,Reactome,1,CTSV,316 (316),0.878,1,0,,14 (21),1,1,0.992,0.997
Human papillomavirus infection - Homo sapiens (human),KEGG,1,ITGA11,331 (331),0.889,1,0,,3 (3),1,1,0.994,0.998
RHO GTPase cycle,Reactome,1,CKAP4,442 (442),0.948,1,0,,6 (6),1,1,0.999,1
Herpes simplex virus 1 infection - Homo sapiens (human),KEGG,1,NECTIN2,498 (498),0.964,1,0,,1 (3),1,1,0.999,1
Metabolism of RNA,Reactome,1,TNFSF13,583 (584),0.98,1,0,,35 (77),1,1,1,1
Signaling by Rho GTPases,Reactome,1,CKAP4,688 (689),0.99,1,0,,24 (29),1,1,1,1
Signaling by Rho GTPases_ Miro GTPases and RHOBTB3,Reactome,1,CKAP4,704 (705),0.991,1,0,,24 (29),1,1,1,1
Beta1 integrin cell surface interactions,PID,3,ITGA11;NID1;TGFBI,66 (66),0.00923,1,0,,0 (0),1,1,0.00923,1
HIF-1-alpha transcription factor network,PID,3,TFF3;CXCL12;ADM,66 (66),0.00923,1,0,,0 (0),1,1,0.00923,1
GDNF-RET signaling axis,Wikipathways,2,RET;ROBO2,23 (23),0.00982,1,0,,0 (0),1,1,0.00982,1
Proprotein convertase subtilisin-kexin type 9 (PCSK9) mediated LDL receptor degradation,Wikipathways,1,PCSK9,2 (2),0.0131,1,0,,0 (0),1,1,0.0131,1
Evolocumab Mechanism,Wikipathways,1,PCSK9,2 (2),0.0131,1,0,,0 (1),1,1,0.0131,1
Nef mediated downregulation of CD28 cell surface expression,Reactome,1,CD28,2 (2),0.0131,1,0,,0 (0),1,1,0.0131,1
Cell adhesion molecules - Homo sapiens (human),KEGG,4,PVR;NECTIN2;CD28;ALCAM,148 (149),0.0162,1,0,,0 (0),1,1,0.0162,1
Interleukin-38 signaling,Reactome,1,IL1RL2,3 (3),0.0195,1,0,,0 (0),1,1,0.0195,1
Oncostatin_M,NetPath,2,ERBB3;OSMR,38 (38),0.0256,1,0,,0 (0),1,1,0.0256,1
Regulation of cortical dendrite branching,Reactome,1,ROBO2,4 (4),0.0259,1,0,,0 (0),1,1,0.0259,1
Viral protein interaction with cytokine and cytokine receptor - Homo sapiens (human),KEGG,3,CXCL12;TNFRSF10A;CCL28,100 (100),0.0279,1,0,,0 (0),1,1,0.0279,1
GRB7 events in ERBB2 signaling,Reactome,1,ERBB3,5 (5),0.0323,1,0,,0 (0),1,1,0.0323,1
MET interacts with TNS proteins,Reactome,1,HGF,5 (5),0.0323,1,0,,0 (0),1,1,0.0323,1
MET activates PTPN11,Reactome,1,HGF,5 (5),0.0323,1,0,,0 (0),1,1,0.0323,1
Beta3 integrin cell surface interactions,PID,2,PVR;TGFBI,44 (44),0.0336,1,0,,0 (0),1,1,0.0336,1
Development of ureteric collection system,Wikipathways,2,RET;ROBO2,47 (47),0.0379,1,0,,0 (1),1,1,0.0379,1
Heart Development,Wikipathways,2,ERBB3;NFATC3,47 (47),0.0379,1,0,,0 (0),1,1,0.0379,1
JAK STAT MolecularVariation 2,INOH,2,LEPR;OSMR,50 (50),0.0424,1,0,,0 (0),1,1,0.0424,1
Interleukin-36 pathway,Reactome,1,IL1RL2,7 (7),0.045,1,0,,0 (0),1,1,0.045,1
TRAIL  signaling,Reactome,1,TNFRSF10A,7 (7),0.045,1,0,,0 (0),1,1,0.045,1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,Wikipathways,5,ITGA11;HGF;TCL1A;PGF;OSMR,302 (302),0.0481,1,0,,0 (2),1,1,0.0481,1
RUNX1 regulates transcription of genes involved in differentiation of keratinocytes,Reactome,1,CTSV,8 (8),0.0512,1,0,,0 (0),1,1,0.0512,1
MECP2 regulates transcription of neuronal ligands,Reactome,1,CRH,8 (8),0.0512,1,0,,0 (0),1,1,0.0512,1
yaci and bcma stimulation of b cell immune responses,BioCarta,1,TNFSF13,8 (8),0.0512,1,0,,0 (0),1,1,0.0512,1
VEGF binds to VEGFR leading to receptor dimerization,Reactome,1,PGF,8 (8),0.0512,1,0,,0 (0),1,1,0.0512,1
VEGF ligand-receptor interactions,Reactome,1,PGF,8 (8),0.0512,1,0,,0 (0),1,1,0.0512,1
Viral myocarditis - Homo sapiens (human),KEGG,2,CD28;CXADR,59 (60),0.0571,1,0,,0 (0),1,1,0.0571,1
Chemokine receptors bind chemokines,Reactome,2,CXCL12;CCL28,62 (62),0.0623,1,0,,0 (0),1,1,0.0623,1
Removal of aminoterminal propeptides from gamma-carboxylated proteins,Reactome,1,F7,10 (10),0.0636,1,0,,0 (0),1,1,0.0636,1
Dimerization of procaspase-8,Reactome,1,TNFRSF10A,10 (10),0.0636,1,0,,0 (0),1,1,0.0636,1
VEGF and VEGFR signaling network,PID,1,PGF,10 (10),0.0636,1,0,,0 (0),1,1,0.0636,1
VLDLR internalisation and degradation,Reactome,1,PCSK9,10 (10),0.0636,1,0,,0 (0),1,1,0.0636,1
Calcitonin-like ligand receptors,Reactome,1,ADM,10 (10),0.0636,1,0,,0 (0),1,1,0.0636,1
Regulation by c-FLIP,Reactome,1,TNFRSF10A,11 (11),0.0698,1,0,,0 (0),1,1,0.0698,1
CASP8 activity is inhibited,Reactome,1,TNFRSF10A,11 (11),0.0698,1,0,,0 (1),1,1,0.0698,1
Apoptotic cleavage of cell adhesion  proteins,Reactome,1,DSG3,11 (11),0.0698,1,0,,0 (0),1,1,0.0698,1
cxcr4 signaling pathway,BioCarta,1,CXCL12,11 (11),0.0698,1,0,,0 (0),1,1,0.0698,1
Glucocorticoid Receptor Pathway,Wikipathways,2,ANGPTL4;S100P,71 (71),0.0789,1,0,,0 (1),1,1,0.0789,1
Control of immune tolerance by vasoactive intestinal peptide,Wikipathways,1,CD28,13 (13),0.0819,1,0,,0 (0),1,1,0.0819,1
7-oxo-C and 7beta-HC pathways,Wikipathways,1,HSD11B1,13 (13),0.0819,1,0,,0 (0),1,1,0.0819,1
Endosomal/Vacuolar pathway,Reactome,1,CTSV,13 (13),0.0819,1,0,,0 (3),1,1,0.0819,1
Trafficking and processing of endosomal TLR,Reactome,1,CTSV,13 (13),0.0819,1,0,,0 (2),1,1,0.0819,1
BMAL1:CLOCK_NPAS2 activates circadian gene expression,Reactome,1,F7,13 (13),0.0819,1,0,,0 (0),1,1,0.0819,1
p53 signaling pathway - Homo sapiens (human),KEGG,2,TNFRSF10A;IGFBP3,73 (73),0.0827,1,0,,0 (0),1,1,0.0827,1
Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human),KEGG,1,B4GALT1,14 (14),0.0879,1,0,,0 (0),1,1,0.0879,1
Cancer immunotherapy by CTLA4 blockade,Wikipathways,1,CD28,15 (15),0.0939,1,0,,0 (0),1,1,0.0939,1
IL-6-type cytokine receptor ligand interactions,Reactome,1,OSMR,15 (15),0.0939,1,0,,0 (0),1,1,0.0939,1
ErbB receptor signaling network,PID,1,ERBB3,15 (15),0.0939,1,0,,0 (0),1,1,0.0939,1
Amino acid conjugation,Wikipathways,0,,0 (0),1,1,1,HMDB00641,5 (6),0.0976,1,0.0976,1
IGF-Ncore,Signalink,1,IGF2R,16 (16),0.0999,1,0,,0 (0),1,1,0.0999,1
Complement and coagulation cascades - Homo sapiens (human),KEGG,2,F7;TFPI,85 (85),0.107,1,0,,0 (1),1,1,0.107,1
Simplified Interaction Map Between LOXL4 and Oxidative Stress Pathway,Wikipathways,1,DDR1,18 (18),0.112,1,0,,0 (0),1,1,0.112,1
Other semaphorin interactions,Reactome,1,SEMA7A,19 (19),0.117,1,0,,0 (0),1,1,0.117,1
